objectid,title,format,filename,subject,illustrator,painter,engraver,description,extent,date,publisher,location,latitude,longitude,identifier,platenumber
item90,"Book III., lines 739-741.",image/jpeg,PR35601832F82.jpg,,Gustave Dore,,P. Jonnard,"Towards the coast of Earth beneath, Down from the ecliptic, sped with hoped success, Throws his steep flight in many an aëry wheel.","1 print: engraving ; image 249 x200mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F82/12
item91,"Book IV., lines 73, 74.",image/jpeg,PR35601832F85.jpg,,Gustave Dore,,Pannemaker; Doms,"Me miserable! which way shall I fly Infinite wrath, and infinite despair?","1 print: engraving ; image 248 x 199 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F85/13
item92,"Book IV., lines 172, 173.",image/jpeg,PR35601832F88.jpg,Satan,Gustave Dore,,Cosson Smeeton,"Now to the ascent of the steep savage hill Satan had journeyed on, pensive and slow","1 print: engraving ; image 248 x 200mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F88/14
item93,"Book IV., line 247.",image/jpeg,PR35601832F90.jpg,,Gustave Dore,,C. Laplante,A happy rural seat of various view,"1 print: engraving ; image 248 x 201 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F90/15
item94,"Book IV., lines 335, 336.",image/jpeg,PR35601832F93.jpg,,Gustave Dore,,Gauchard,"The savoury pulp they chew, and in the rind, Still as they thirsted, scoop the brimming stream","1 print: engraving ; image 248 x 201 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F93/16
item95,"Book IV., lines 589, 590.",image/jpeg,PR35601832F100.jpg,Uriel,Gustave Dore,,Pannemaker; Doms,So promised he; and Uriel to his charge Returned.,"1 print: engraving ; image 249 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F100/17
item96,"Book IV., lines 798, 799.",image/jpeg,PR35601832F106.jpg,,Gustave Dore,,Jonnard,These to the bower direct In search of whom they sought.,"1 print: engraving ; image 248 x 201 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F106/18
item97,"Book IV., lines 1014, 1015.",image/jpeg,PR35601832F115.jpg,,Gustave Dore,,J. Gauchard,"Nor more; but fled Murmuring, and with him fled the shades of night.","1 print: engraving ; image 248 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F115/19
item98,"Book V., lines 12, 13.",image/jpeg,PR35601832F116.jpg,,Gustave Dore,,Pannemaker,"Leaning, half raised, with looks of cordial love, Hung over her enamoured","1 print: engraving ; image 248 x 198 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F116/20
item99,"Book V., lines 309, 310.",image/jpeg,PR35601832F124.jpg,,Gustave Dore,,Pannemaker; Doms,"Eastward among those trees, what glorious shape Comes this way moving?","1 print: engraving ; image 248 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F124/21
item100,"Book V., lines 468-470.",image/jpeg,PR35601832F131.jpg,Adam; Eve; Hierarch,Gustave Dore,,,"To whom the wingèd Hierarch replied: O Adam, one Almighty is, from whom All things proceed.","1 print: engraving ; image 247 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F131/22
item101,"Book V., line 188.",image/jpeg,PR35601832F148.jpg,,Gustave Dore,,J. Huyot,This greeting on they impious crest receive.,"1 print: engraving ; image 248 x 199 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F148/23
item102,"Book VI., lines 207-209.",image/jpeg,PR35601832F150.jpg,,Gustave Dore,,A. D[ebarle],"Now storming fury rose, And clamour, such as heard in heaven till now Was never.","1 print: engraving ; image 246 x 199 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F150/24
item103,"Book VI., lines 327,328.",image/jpeg,PR35601832F153.jpg,Satan,Gustave Dore,,Piaud,"Then Satan first knew pain, And writhed him to and fro.","1 print: engraving ; image 244 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F153/25
item104,"Book VI., line 406.",image/jpeg,PR35601832F154.jpg,,Gustave Dore,,Ad Ligny,Now Night her course began,"1 print: engraving ; image 245 x 198 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F154/26
item105,"Book VI., lines 410-412.",image/jpeg,PR35601832F156.jpg,Michael; Angels,Gustave Dore,,A. Gusmand,"On the foughten field Michael and his angels, prevalent Encamping, placed in guard their watched round.","1 print: engraving ; image 245 x 197 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F156/27
item106,"Book VI., line 871.",image/jpeg,PR35601832F169.jpg,,Gustave Dore,,A. Gusmand,Nine days they fell.,"1 print: engraving ; image 244 x 198 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F169/28
item107,"Book VI., lines 874,875.",image/jpeg,PR35601832F170.jpg,Hell,Gustave Dore,,Hotelin,"Hell at last, Yawning, received them whole.","1 print: engraving ; image 250 x 198 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F170/29
item108,"Book VI., lines 874,875.",image/jpeg,PR35601832F180.jpg,,Gustave Dore,,C. Laplante,"Wave rolling after wave, where way they found; If steep, with torrent rapture.","1 print: engraving ; image 245 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F180/30
item109,"Book VII., lines 387-389.",image/jpeg,PR35601832F183.jpg,God; Repitle,Gustave Dore,,Cosson Smeeton,"And God said: Let the waters generate Reptile with spawn abundant, living soul; And let fowl fly above the earth.","1 print: engraving ; image 248 x 198 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F183/31
item110,"Book VII., lines 417,418.",image/jpeg,PR35601832F186.jpg,,Gustave Dore,,Ad Ligny,"Meanwhile the tepid caves, and fens, and shores, Their brood as numerous hatch.","1 print: engraving ; image 249 x 198 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F186/32
item111,"Book VII., lines 581, 582.",image/jpeg,PR35601832F189.jpg,Eden; Earth,Gustave Dore,,Piaud,And now on earth the seventh Evening arose in Eden.,"1 print: engraving ; image 245 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F189/33
item112,"Book VIII., lines 652, 653.",image/jpeg,PR35601832F210.jpg,Angel; Adam; Eve,Gustave Dore,,Pannemaker,"So they parted: the Angel up to heaven From the thick shade, and Adam to his bower.","1 print: engraving ; image 245 x 199 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F210/35
item113,"Book IX., lines 74, 75.",image/jpeg,PR35601832F212.jpg,Satan,Gustave Dore,,Jonnard,"In with the river sunk, and with it rose, Satan.","1 print: engraving ; image 248 x 200mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F212/36
item114,"Book IX., lines 99, 100.",image/jpeg,PR35601832F214.jpg,"Earth, Heaven",Gustave Dore,,E. Goebel,"O Earth, how like to Heaven, if not preferred More justly.","1 print: engraving ; image 245 x 199 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F214/37
item115,"Book IX., lines 182, 183.",image/jpeg,PR35601832F216.jpg,,Gustave Dore,,J. Gauchard,"Him, fast sleeping, soon he found In labyrinth of many a round, self-rolled.","1 print: engraving ; image 249 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F216/38
item116,"Book IX., lines 434, 435.",image/jpeg,PR35601832F225.jpg,,Gustave Dore,,L. Dumont,"Nearer he drew, and many a walk traversed Of stateliest covert, cedar, pine, or palm.","1 print: engraving ; image 245 x 197 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F225/39
item117,"Book IX., lines 784, 785.",image/jpeg,PR35601832F234.jpg,Serpent,Gustave Dore,,J. Huyot,Back to the thicket slunk The guilty serpent.,"1 print: engraving ; image 247 x 198 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F234/40
item118,"Book IX., lines 1121-1123.",image/jpeg,PR35601832F244.jpg,Adam; Eve,Gustave Dore,,A. Gusmand,"Nor only tears Rained at their eyes, but high winds worse within Began to rise","1 print: engraving ; image 250 x 200mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F244/41
item119,"Book X., lines 99-101.",image/jpeg,PR35601832F251.jpg,Adam; Eve,Gustave Dore,,Jonnard,"The heard, And from his prescense hid themselves among The thickest trees.","1 print: engraving ; image 248 x 197mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F251/42
item120,"Book X., lines 439-441.",image/jpeg,PR35601832F260.jpg,,Gustave Dore,,Hotelin,"And now expecting Each hour their great adventurer, from the search Of foreign worlds.","1 print: engraving ; image 246 x 199mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F260/43
item121,"Book X., lines 521-523.",image/jpeg,PR35601832F263.jpg,Monsters,Gustave Dore,,L. Dumont,"Dreadful was the din Of hissing through the hall, thick-swarming now With complicated monsters, head and tail.","1 print: engraving ; image 243 x 198 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F263/44
item122,"Book XI., lines 208-210.",image/jpeg,PR35601832F286.jpg,Adam; Eve,Gustave Dore,,Pannemaker,The heavenly bands Down from a sky of jasper lighted now In Paradise.,"1 print: engraving ; image 249 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F286/46
item123,"Book XI., line 729.",image/jpeg,PR35601832F303.jpg,,Gustave Dore,,S. Pannemaker,Began to build a vessel of huge bulk.,"1 print: engraving ; image 248 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F303/47
item124,"Book XI., lines 747-749.",image/jpeg,PR35601832F304.jpg,,Gustave Dore,,Hildibrand,"All dwellings else Flood overwhelmed, and them, with all their pomp Deep under water rolled.","1 print: engraving ; image 244 x 199 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F304/48
item125,"Book XII., lines 236-238.",image/jpeg,PR35601832F317.jpg,Moses,Gustave Dore,,Hotelin,"They beseech That Moses might report to them his well, And terror cease.","1 print: engraving ; image 249 x 202 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F317/49
item126,"Book XII., line 645.",image/jpeg,PR35601832F328.jpg,,Gustave Dore,,E. Deschamps,"Some natural tears they dropt, but wiped them soon.","1 print: engraving ; image 247 x 199 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited","La Bell Sauvage, London, E.C.",51.51416,-0.10251,PR3560 1832,F328/50
item127,"Book 1, Line 44.",image/jpeg,PR35601833F2.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 194x 150 mm., on sheet 265 x 180 mm",1833,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F2
item128,"Book 1, Line 192.",image/jpeg,PR35601833F7.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 221x 155 mm., on sheet 265 x 180 mm",1834,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F7
item129,"Book 1, Line 314.",image/jpeg,PR35601833F12.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 191x 155 mm., on sheet 265 x 180 mm",1835,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F12
item130,"Book 1, Line 710.",image/jpeg,PR35601833F25.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 206x 141 mm., on sheet 265 x 180 mm",1836,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F25
item131,"Book 2, Line 1.",image/jpeg,PR35601833F29.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 207x 143 mm., on sheet 265 x 180 mm",1837,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F29
item132,"Book 2, Line 727.",image/jpeg,PR35601833F54.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 206x 143 mm., on sheet 265 x 180 mm",1838,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F54
item133,"Book 3, Line 365.",image/jpeg,PR35601833F78.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 207x 155 mm., on sheet 265 x 180 mm",1839,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F78
item134,"Book 3, Line 501.",image/jpeg,PR35601833F83.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 196x 153 mm., on sheet 265 x 180 mm",1840,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F83
item135,"Book 4, Line 453.",image/jpeg,PR35601833F108.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 204x 142 mm., on sheet 265 x 180 mm",1841,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F108
item136,"Book 4, Line 502.",image/jpeg,PR35601833F109.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 206x 149 mm., on sheet 265 x 180 mm",1842,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F109
item137,"Book 4, Line 813.",image/jpeg,PR35601833F120.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 205x 143 mm., on sheet 265 x 180 mm",1843,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F120
item138,"Book 4, Line 866.",image/jpeg,PR35601833F123.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 204x 143 mm., on sheet 265 x 180 mm",1844,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F123
item139,"Book 5, Line 136.",image/jpeg,PR35601833F133.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 205x 144 mm., on sheet 265 x 180 mm",1845,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F133
item140,"Book 5, Line 308.",image/jpeg,PR35601833F138.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 210x 146 mm., on sheet 265 x 180 mm",1846,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F138
item141,"Book 5, Line 519.",image/jpeg,PR35601833F147.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 205x 144 mm., on sheet 265 x 180 mm",1847,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F147
item142,"Book 7, Line 339.",image/jpeg,PR35601833F204.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 199x 138 mm., on sheet 265 x 180 mm",1848,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F204
item143,Book 9 Line 780.,image/jpeg,PR35601833F265.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 202x 145 mm., on sheet 265 x 180 mm",1849,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F265
item144,"Book 9, Line 995.",image/jpeg,PR35601833F269.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 205x 144 mm., on sheet 265 x 180 mm",1850,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F269
item145,"Book 10, Line 108.",image/jpeg,PR35601833F284.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 202x 139 mm., on sheet 265 x 180 mm",1851,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F284
item146,"Book 10, Line 312-347.",image/jpeg,PR35601833F291.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 211x 145 mm., on sheet 265 x 180 mm",1852,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F291
item147,"Book 10, Line -863.",image/jpeg,PR35601833F310.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 205x 143 mm., on sheet 265 x 180 mm",1853,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F310
item148,"Book 11, Line 78.",image/jpeg,PR35601833F321.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 207x 145 mm., on sheet 265 x 180 mm",1854,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F321
item149,"Book 11, Line 226.",image/jpeg,PR35601833F327.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 206x 148 mm., on sheet 265 x 180 mm",1855,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F327
item150,"Book 12, Line 641.",image/jpeg,PR35601833F373.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 207x 138 mm., on sheet 265 x 180 mm",1856,Charles Tilt,London,51.50987,-0.11809,PR3560 1833,F373
item151,Book 1. line 192.,image/jpeg,PR35601838F7.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 221 x 155 mm., on sheet 267x 180 mm",1838,Charles Tilt,London,51.50987,-0.11809,Milton PR 3560 1838 C26,F7
item152,Book 1. line 314.,image/jpeg,PR35601838F12.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 192 x 155 mm., on sheet 267x 180 mm",1838,Charles Tilt,London,51.50987,-0.11809,Milton PR 3560 1838 C26,F12
item153,Book 2. line 1.,image/jpeg,PR35601838F28.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 206 x 144 mm., on sheet 267x 180 mm",1838,Charles Tilt,London,51.50987,-0.11809,Milton PR 3560 1838 C26,F28
item154,Book 2. line 727.,image/jpeg,PR35601838F54.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 206 x 143 mm., on sheet 267x 180 mm",1838,Charles Tilt,London,51.50987,-0.11809,Milton PR 3560 1838 C26,F54
item155,Book 5. line 519.,image/jpeg,PR35601838F147.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 206 x 143 mm., on sheet 267x 180 mm",1838,Charles Tilt,London,51.50987,-0.11809,Milton PR 3560 1838 C26,F147
item156,Book 7. line 339.,image/jpeg,PR35601838F205.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 199 x 136 mm., on sheet 267x 180 mm",1838,Charles Tilt,London,51.50987,-0.11809,Milton PR 3560 1838 C26,F205
item157,Book 11. line 226.,image/jpeg,PR35601838F327.jpg,,,,J. Martin Esq.,,"1 print: engraving ; image 206 x 148 mm., on sheet 267x 180 mm",1838,Charles Tilt,London,51.50987,-0.11809,Milton PR 3560 1838 C26,F327
item158,"Book I., Line 44, 45",image/jpeg,PR35601866F18.jpg,,Gustave Dore,,P. Jonnard,Him the Almighty Power Hurled headlong from the ethereal sky.,"1 print: engraving ; image 249 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F18
item159,"Book I., Lines 221, 222",image/jpeg,PR35601866F19.jpg,,Gustave Dore,,C. Laplante,Forthwith upright he rears from off the pool His might stature,"1 print: engraving ; image 248 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F19
item160,"Book I., Lines 331",image/jpeg,PR35601866F22.jpg,,Gustave Dore,,Hotelin,"They heard, and were abashed, and up they sprung","1 print: engraving ; image 248 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F22
item161,"Book I., Lines 344, 345",image/jpeg,PR35601866F23.jpg,Angels; Hell,Gustave Dore,,A. Gusmand,"So numberless were those bad Angels seen, Hovering on wing, under the cope of Hell.","1 print: engraving ; image 248 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F23
item162,"Book I., 757-759",image/jpeg,PR35601866F30.jpg,,Gustave Dore,,S. Pannemaker,"Their summons called From every band and squared regiment, By place or choice the worthiest","1 print: engraving ; image 247 x 200 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F30
item163,"Book II., Lines 1, 2",image/jpeg,PR35601866F31.jpg,,Gustave Dore,,Pannemaker; Doms,"High on a throne of royal state, which far Outshone the wealth of Ormus and of Ind.","1 print: engraving ; image 249 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F31
item164,"Book II., Lines 628",image/jpeg,PR35601866F50.jpg,Gorgons; Hydras; Chimeras,Gustave Dore,,Pannemaker; Doms,"Gorgons, and Hydras, and Chimeras dire.","1 print: engraving ; image 248 x 200 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F50
item165,"Book II., Lines 648, 649",image/jpeg,PR35601866F51.jpg,,Gustave Dore,,Pannemaker; Doms,Before the gates there sat On either side a formidable shape,"1 print: engraving ; image 248 x 202 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F51
item166,"Book II., Lines 949, 950",image/jpeg,PR35601866F66.jpg,,Gustave Dore,,A. Gusmand,"With head, hands, wings, or feet, pursues his way, And swims, or sinks, or wades, or creeps, or flies.","1 print: engraving ; image 245 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F66
item167,"Book III., Lines 347-339",image/jpeg,PR35601866F67.jpg,,Gustave Dore,,Pannemaker; Doms,"Heaven rung With jubilee, and loud hosannas filled The eternal regions.","1 print: engraving ; image 247 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F67
item168,"Book III., Lines 473, 474",image/jpeg,PR35601866F82.jpg,,Gustave Dore,,Hotelin,"And many more too long, Embryos, and idiots, eremites, and friars.","1 print: engraving ; image 248 x 202 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F82
item169,"Book III., Lines 739-741",image/jpeg,PR35601866F83.jpg,,Gustave Dore,,P. Jonnard,"Towards the coast of Earth beneath, Down from ecliptic, sped with hoped success, Throws his steep flight in many an aëry wheel.","1 print: engraving ; image 247 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F83
item170,"Book IV., Lines 73, 74",image/jpeg,PR35601866F86.jpg,,Gustave Dore,,Pannemaker; Doms,"Me miserable! which way shall I fly Infinite wrath, and infinite despair?","1 print: engraving ; image 247 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F86
item171,"Book IV., Lines 172, 173",image/jpeg,PR35601866F87.jpg,Satan,Gustave Dore,,Cosson Smeeton,"Now to the ascent of that steep savage hill Satan hath journey'd on, pensive and slow.","1 print: engraving ; image 247 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F87
item172,"Book IV., Lines 247",image/jpeg,PR35601866F94.jpg,,Gustave Dore,,C. Laplante,A happy rural seat of various view.,"1 print: engraving ; image 248 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F94
item173,"Book IV., Lines 335, 336",image/jpeg,PR35601866F95.jpg,,Gustave Dore,,J. Gauchard,"The savoury pulp they chew, and in the rind, Still as they thirsted, scoop the brimming stream.","1 print: engraving ; image 247 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F95
item174,"Book IV., Lines 589, 590",image/jpeg,PR35601866F98.jpg,Uriel,Gustave Dore,,Pannemaker; Doms,So promised he; and Uriel to his charge Returned.,"1 print: engraving ; image 248 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F98
item175,"Book IV., Lines 798, 799",image/jpeg,PR35601866F99.jpg,,Gustave Dore,,P. Jonnard,These to the bower direct In search of whom they sought.,"1 print: engraving ; image 248 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F99
item176,"Book IV., Lines 1014, 1015",image/jpeg,PR35601866F114.jpg,,Gustave Dore,,J. Gauchard,"Nor more; but fled Murmuring, and with him fled the shades of night.","1 print: engraving ; image 248 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F114
item177,"Book V., Lines 12, 13",image/jpeg,PR35601866F115.jpg,,Gustave Dore,,Pannemaker,"Leaning, half raised, with looks of cordial love, Hung over her enarmoured.","1 print: engraving ; image 246 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F115
